"uid","year.uid","year","yr_surv","col_area","rs","nboffspring","sum_surv","yrlg_disp","death_type","massjun","massaug","nb_mass","age","age_class","sex","year_recruit","yrs_aft_recruit"
"2045_2044","1997.2045_2044",1997,1,"gothictown",NA,NA,NA,NA,NA,1554.46881603141,2636.65265300151,1,1,"Y","F",1996,1
"2046_292","1997.2046_292",1997,1,"mm",NA,NA,NA,NA,NA,600.646906058487,1270.47838530669,3,0,"J","F",1997,0
"2047_2198","1997.2047_2198",1997,0,"gothictown","no",NA,NA,NA,NA,1429.49171413233,2495.57002043577,4,1,"Y","F",1996,1
"204_205","1997.204_205",1997,1,"mm",NA,NA,NA,NA,NA,326.994909344842,1084.02686622995,4,0,"J","M",1997,0
"2050_2048","1997.2050_2048",1997,0,"bench","no",NA,NA,NA,NA,1502.54487133608,2443.73525039133,8,1,"Y","F",1996,1
"2079_2080","1997.2079_2080",1997,0,"gothictown",NA,NA,NA,NA,NA,467.24633685145,2088.07366957219,3,0,"J","M",1997,0
"2081_2082","1997.2081_2082",1997,0,"gothictown",NA,NA,NA,NA,NA,477.529726066571,1890.10304470707,2,0,"J","F",1997,0
"2083_2084","1997.2083_2084",1997,1,"river",NA,NA,NA,NA,NA,417.287951878638,1675.6001307169,1,0,"J","M",1997,0
"2085_2086","1997.2085_2086",1997,0,"gothictown",NA,NA,NA,NA,NA,391.7742609088,1991.95012449541,1,0,"J","M",1997,0
"2089_2088","1997.2089_2088",1997,0,"gothictown",NA,NA,NA,NA,NA,501.583360003393,2287.47894016795,3,0,"J","M",1997,0
"2092_2094","1997.2092_2094",1997,1,"northpk","no",NA,NA,NA,NA,1302.90820380042,2686.82856765225,1,1,"Y","F",1996,1
"2096_2100","1997.2096_2100",1997,1,"river",NA,NA,NA,NA,NA,535.253837772202,2098.43475704594,5,0,"J","M",1997,0
"2097_2091","1997.2097_2091",1997,0,"river",NA,NA,NA,NA,NA,530.940713927658,2125.89891870959,4,0,"J","M",1997,0
"2098_2093","1997.2098_2093",1997,1,"river",NA,NA,NA,NA,NA,549.290363423441,1982.72815833192,8,0,"J","F",1997,0
"2109_2110","1997.2109_2110",1997,1,"picnic",NA,NA,NA,NA,NA,822.879189392363,2071.9947728264,1,1,"Y","F",1996,1
"2111_2113","1997.2111_2113",1997,1,"picnic",NA,NA,NA,NA,NA,742.326823701965,1933.69171300997,1,1,"Y","F",1996,1
"2114_2125","1997.2114_2125",1997,1,"river","no",NA,NA,NA,NA,1570.05086944503,2789.91165704827,2,1,"Y","F",1996,1
"2117_2122","1997.2117_2122",1997,0,"river",NA,NA,NA,NA,NA,1288.06568236775,2422.37223114321,1,1,"Y","F",1996,1
"2118_2124","1997.2118_2124",1997,0,"picnic","scro",NA,NA,NA,NA,1164.06153673353,2777.29307191364,1,1,"Y","M",1996,1
"2119_2120","1997.2119_2120",1997,0,"river",NA,NA,NA,NA,NA,1493.4928380656,2688.350910651,3,1,"Y","F",1996,1
"2126_2127","1997.2126_2127",1997,0,"gothictown",NA,NA,NA,NA,NA,456.321419030324,1852.17407349267,2,0,"J","F",1997,0
"2132_2131","1997.2132_2131",1997,0,"gothictown",NA,NA,NA,NA,NA,440.276809611289,2024.48213993977,3,0,"J","M",1997,0
"2133_2134","1997.2133_2134",1997,0,"gothictown",NA,NA,NA,NA,NA,253.747048049973,1335.98997075294,1,0,"J","F",1997,0
"2135_2136","1997.2135_2136",1997,1,"gothictown",NA,NA,NA,NA,NA,328.35128870837,1546.19073500613,1,0,"J","F",1997,0
"2137_2138","1997.2137_2138",1997,0,"gothictown",NA,NA,NA,NA,NA,370.636666422603,1932.58145021735,1,0,"J","M",1997,0
"2139_2140","1997.2139_2140",1997,1,"bench",NA,NA,NA,NA,NA,268.58487522592,1561.98533993328,5,0,"J","M",1997,0
"2141_2142","1997.2141_2142",1997,1,"bench",NA,NA,NA,NA,NA,331.505189375603,1764.592789925,5,0,"J","M",1997,0
"2143_2144","1997.2143_2144",1997,1,"bench",NA,NA,NA,NA,NA,294.726527208348,1420.84808923785,3,0,"J","F",1997,0
"2145_2146","1997.2145_2146",1997,0,"bench",NA,NA,NA,NA,NA,321.615881933369,1651.82288449768,2,0,"J","M",1997,0
"2147_2148","1997.2147_2148",1997,0,"river",NA,NA,NA,NA,NA,603.799640946105,2200.65983950541,4,0,"J","M",1997,0
"2149_2150","1997.2149_2150",1997,1,"river",NA,NA,NA,NA,NA,444.73950778455,1876.83551895096,6,0,"J","M",1997,0
"2151_2152","1997.2151_2152",1997,0,"gothictown",NA,NA,NA,NA,NA,502.843086995454,2024.35488036441,2,0,"J","F",1997,0
"2153_2154","1997.2153_2154",1997,1,"gothictown",NA,NA,NA,NA,NA,364.261104983844,1657.88869761159,4,0,"J","F",1997,0
"2155_2156","1997.2155_2156",1997,0,"gothictown",NA,NA,NA,NA,NA,427.597746398158,2088.61903965135,1,0,"J","M",1997,0
"2157_2158","1997.2157_2158",1997,0,"gothictown",NA,NA,NA,NA,NA,364.530140785146,1641.05173582286,1,0,"J","F",1997,0
"2159_2160","1997.2159_2160",1997,1,"gothictown",NA,NA,NA,NA,NA,364.412159796401,1915.26628491946,1,0,"J","M",1997,0
"2161_2162","1997.2161_2162",1997,0,"gothictown",NA,NA,NA,NA,NA,416.398998454179,1768.33732238521,1,0,"J","F",1997,0
"2163_2164","1997.2163_2164",1997,0,"gothictown",NA,NA,NA,NA,NA,403.942734262968,1976.75390086422,5,0,"J","M",1997,0
"2165_2166","1997.2165_2166",1997,0,"gothictown",NA,NA,NA,NA,NA,466.913116495658,2109.7064192206,3,0,"J","M",1997,0
"2168_2169","1997.2168_2169",1997,1,"bench",NA,NA,NA,NA,NA,300.411204844841,1513.64123469351,6,0,"J","F",1997,0
"2170_2171","1997.2170_2171",1997,1,"river",NA,NA,NA,NA,NA,546.939764829317,2019.93815290022,4,0,"J","M",1997,0
"2172_2173","1997.2172_2173",1997,0,"river",NA,NA,NA,NA,NA,532.227257570687,1831.80847934211,2,0,"J","F",1997,0
"2174_2175","1997.2174_2175",1997,1,"river",NA,NA,NA,NA,NA,431.209385547091,1936.88688976604,6,0,"J","M",1997,0
"2181_2180","1997.2181_2180",1997,1,"rvbendwest","no",NA,NA,NA,NA,1473.69510983942,2647.914144877,1,1,"Y","F",1996,1
"2185_2188","1997.2185_2188",1997,1,"gothictown","no",NA,NA,NA,NA,1786.30797760183,2858.83588790902,2,1,"Y","F",1996,1
"2186_2183","1997.2186_2183",1997,0,"gothictown",NA,NA,NA,NA,NA,1216.17669880625,3455.69906184329,3,1,"Y","M",1996,1
"2193_2200","1997.2193_2200",1997,0,"gothictown",NA,NA,NA,NA,NA,1598.33567067038,2690.29945286547,3,1,"Y","F",1996,1
"2195_2178","1997.2195_2178",1997,1,"rvbendwest","no",NA,NA,NA,NA,1331.71618805826,2432.46514099224,1,1,"Y","F",1996,1
"2201_2202","1997.2201_2202",1997,1,"picnic_upper","no",NA,NA,NA,NA,1786.82760640738,3011.2415245116,2,2,"S","F",1995,2
"2203_2204","1997.2203_2204",1997,0,"picnic_upper","scro",NA,NA,NA,NA,2065.41335090704,3587.85471893793,1,2,"S","M",1995,2
"2207_2208","1997.2207_2208",1997,1,"picnic",NA,NA,NA,NA,NA,2235.68984928904,3893.04314121824,1,2,"S","M",1995,2
"2222_2225","1997.2222_2225",1997,0,"mm",NA,NA,NA,NA,NA,1296.16000859995,2638.87587943558,2,1,"Y","F",1996,1
"2223_2258","1997.2223_2258",1997,0,"gothictown",NA,NA,NA,NA,NA,1936.78033486158,2994.21134193663,2,1,"Y","F",1996,1
"2236_2237","1997.2236_2237",1997,0,"gothictown","no",NA,NA,NA,NA,1935.8851484826,2662.95401653148,2,2,"S","F",1995,2
"2240_2241","1997.2240_2241",1997,1,"stonefield",NA,NA,NA,NA,NA,NA,NA,NA,3,"A","F",1994,3
"2252_2253","1997.2252_2253",1997,0,"gothictown",NA,NA,NA,NA,NA,1306.07084179588,2362.73738299253,5,1,"Y","F",1996,1
"2256_2268","1997.2256_2268",1997,0,"bench",NA,NA,NA,NA,NA,1492.95773550873,3663.2873220339,3,1,"Y","M",1996,1
"2257_2251","1997.2257_2251",1997,1,"gothictown","no",NA,NA,NA,NA,1781.65488586454,2820.783928447,4,1,"Y","F",1996,1
"2263_2271","1997.2263_2271",1997,0,"bench",NA,NA,NA,NA,NA,1790.13097614402,3916.56375659971,2,1,"Y","M",1996,1
"226_227","1997.226_227",1997,0,"coppercreek",NA,NA,NA,NA,NA,306.265584011288,1029.91181516284,1,0,"J","F",1997,0
"2275_2266","1997.2275_2266",1997,0,"gothictown","no",NA,NA,NA,NA,1027.18149826073,1976.72604125701,4,1,"Y","F",1996,1
"2278_2287","1997.2278_2287",1997,0,"river_rivermound","no",NA,NA,NA,NA,1246.18637693415,2443.03748603125,4,1,"Y","F",1996,1
"2282_2281","1997.2282_2281",1997,0,"bench","no",NA,NA,NA,NA,1618.07703709985,2655.70654591349,2,1,"Y","F",1996,1
"2288_2300","1997.2288_2300",1997,0,"bench","no",NA,NA,NA,NA,1603.78120630246,2679.65601893467,1,1,"Y","F",1996,1
"228_229","1997.228_229",1997,0,"coppercreek",NA,NA,NA,NA,NA,343.768003916416,1110.06128043726,1,0,"J","F",1997,0
"2292_2293","1997.2292_2293",1997,0,"river","no",NA,NA,NA,NA,2134.58342730168,3239.48841164178,2,2,"S","M",1995,2
"2294_2295","1997.2294_2295",1997,1,"river",NA,NA,NA,NA,NA,NA,NA,NA,2,"S","F",1995,2
"230_231","1997.230_231",1997,0,"mm",NA,NA,NA,NA,NA,455.526580593263,1330.57735634482,4,0,"J","M",1997,0
"232_233","1997.232_233",1997,0,"mm",NA,NA,NA,NA,NA,408.061201420547,1098.28002805749,4,0,"J","F",1997,0
"234_235","1997.234_235",1997,1,"mm",NA,NA,NA,NA,NA,395.898456556057,1100.36752184385,3,0,"J","F",1997,0
"245_250","1997.245_250",1997,0,"gothictown","wean",4,NA,NA,NA,2703.00038799764,3664.94337485996,4,8,"A","F",1989,8
"272_273","1997.272_273",1997,1,"river",NA,NA,NA,NA,NA,465.455939545101,1732.81835657578,6,0,"J","F",1997,0
"274_275d","1997.274_275d",1997,1,"river",NA,NA,NA,NA,NA,467.960400972951,1895.81733616695,4,0,"J","M",1997,0
"275_293","1997.275_293",1997,0,"river",NA,NA,NA,NA,NA,408.719173736274,1289.40155061124,1,0,"J","F",1997,0
"276_277b","1997.276_277b",1997,1,"bench",NA,NA,NA,NA,NA,499.238757824927,1760.36401872945,3,0,"J","F",1997,0
"278_279b","1997.278_279b",1997,1,"river",NA,NA,NA,NA,NA,454.336147415354,1626.12869906727,2,0,"J","F",1997,0
"279_293","1997.279_293",1997,1,"river","lac",NA,NA,NA,NA,3217.43636335052,4015.28071248391,2,8,"A","F",1989,8
"280_1366","1997.280_1366",1997,1,"river",NA,NA,NA,NA,NA,509.679357656135,1988.91415847732,1,0,"J","M",1997,0
"281_285b","1997.281_285b",1997,1,"river","preg",NA,NA,NA,NA,3391.86555695806,4540.26590401631,3,8,"A","F",1989,8
"290_291c","1997.290_291c",1997,1,"picnic",NA,NA,NA,NA,NA,733.885512830211,1570.20534826652,1,0,"J","M",1997,0
"293_2184","1997.293_2184",1997,1,"mm",NA,NA,NA,NA,NA,566.062617839932,1337.15271151984,3,0,"J","M",1997,0
"294_2187","1997.294_2187",1997,0,"mm",NA,NA,NA,NA,NA,566.062617839932,1337.15271151984,3,0,"J","M",1997,0
"295_296","1997.295_296",1997,0,"mm",NA,NA,NA,NA,NA,531.895822798196,1166.98115839887,2,0,"J","F",1997,0
"297_298","1997.297_298",1997,1,"gothictown",NA,NA,NA,NA,NA,428.644947234705,2096.0842200537,1,0,"J","M",1997,0
"299_300b","1997.299_300b",1997,1,"river",NA,NA,NA,NA,NA,466.150226198456,1657.37081660261,3,0,"J","F",1997,0
"329_342","1997.329_342",1997,1,"gothictown","wean",2,NA,NA,NA,2551.17498737594,3352.00579111174,2,3,"A","F",1994,3
"350_924","1997.350_924",1997,0,"rvbendwest","wean",5,NA,NA,NA,2658.77162989897,3755.20025806182,1,3,"A","F",1994,3
"431_441","1997.431_441",1997,1,"river",NA,NA,NA,NA,NA,NA,NA,NA,10,"A","F",1987,10
"461_462b","1997.461_462b",1997,1,"rvbendwest",NA,NA,NA,NA,NA,297.552859639899,1535.62349680521,1,0,"J","F",1997,0
"463_464","1997.463_464",1997,1,"rvbendwest",NA,NA,NA,NA,NA,283.23295444187,1690.87655564769,1,0,"J","M",1997,0
"465_466","1997.465_466",1997,0,"mm",NA,NA,NA,NA,NA,356.449224451391,1026.67602596481,1,0,"J","F",1997,0
"469_468","1997.469_468",1997,0,"rvbendwest",NA,NA,NA,NA,NA,291.060090281879,1714.67160423702,1,0,"J","M",1997,0
"470_471b","1997.470_471b",1997,0,"rvbendwest",NA,NA,NA,NA,NA,296.825277841117,1531.41212305089,1,0,"J","F",1997,0
"472_473c","1997.472_473c",1997,1,"rvbendwest",NA,NA,NA,NA,NA,263.371036261212,1623.3452605112,1,0,"J","M",1997,0
"475_474","1997.475_474",1997,1,"mm",NA,NA,NA,NA,NA,490.781949474622,1102.12499229882,3,0,"J","F",1997,0
"476_477b","1997.476_477b",1997,0,"river",NA,NA,NA,NA,NA,277.700170836912,1209.61495375967,3,0,"J","F",1997,0
"478_479c","1997.478_479c",1997,1,"river",NA,NA,NA,NA,NA,406.978034001951,1525.99671431724,1,0,"J","F",1997,0
"480_481c","1997.480_481c",1997,0,"copperbend",NA,NA,NA,NA,NA,219.206607944086,1074.90620618292,1,0,"J","M",1997,0
"482_483","1997.482_483",1997,1,"copperbend",NA,NA,NA,NA,NA,NA,NA,NA,0,"J","F",1997,0
"485_484","1997.485_484",1997,0,"gothictalus",NA,NA,NA,NA,NA,314.622754432997,1053.67649169361,1,0,"J","F",1997,0
"486_487","1997.486_487",1997,0,"gothictalus",NA,NA,NA,NA,NA,327.567266113517,1080.64643365425,1,0,"J","F",1997,0
"488_489","1997.488_489",1997,0,"gothictalus",NA,NA,NA,NA,NA,275.81480210272,970.216826179672,1,0,"J","F",1997,0
"490_491b","1997.490_491b",1997,0,"gothictalus",NA,NA,NA,NA,NA,314.622754432997,1053.67649169361,1,0,"J","F",1997,0
"492_493b","1997.492_493b",1997,1,"river",NA,NA,NA,NA,NA,460.61701673882,1642.43310066515,2,0,"J","F",1997,0
"494_495b","1997.494_495b",1997,0,"river",NA,NA,NA,NA,NA,373.65605612766,1719.68947997853,5,0,"J","M",1997,0
"496_497","1997.496_497",1997,1,"gothictown",NA,NA,NA,NA,NA,330.529649831618,1551.00011072611,1,0,"J","F",1997,0
"498_499","1997.498_499",1997,0,"gothictown",NA,NA,NA,NA,NA,488.00532907442,2252.64205994377,1,0,"J","M",1997,0
"500_201","1997.500_201",1997,0,"gothictalus",NA,NA,NA,NA,NA,374.497297710604,1323.81391313879,1,0,"J","M",1997,0
"609_2280","1997.609_2280",1997,0,"river",NA,NA,NA,NA,NA,NA,NA,NA,1,"Y","M",1996,1
"612_2284","1997.612_2284",1997,0,"bench",NA,NA,NA,NA,NA,1440.14194368819,3572.62144263981,3,1,"Y","M",1996,1
"613_619","1997.613_619",1997,0,"river",NA,NA,NA,NA,NA,1329.58357056128,2467.09815668516,2,1,"Y","F",1996,1
"615_616","1997.615_616",1997,0,"river",NA,NA,NA,NA,NA,1631.7604080386,3769.88890625174,1,1,"Y","M",1996,1
"617_2115","1997.617_2115",1997,0,"schofieldpass",NA,NA,NA,NA,NA,NA,NA,NA,3,"A","F",1994,3
"79_78","1997.79_78",1997,1,"mm",NA,NA,NA,NA,NA,350.569476436858,1135.50464572304,3,0,"J","M",1997,0
"818_819b","1997.818_819b",1997,0,"river_rivermound",NA,NA,NA,NA,NA,2808.58464096495,3782.07873882721,1,10,"A","F",1987,10
"926_928","1997.926_928",1997,1,"picnic","wean",1,NA,NA,NA,2716.57612156339,3686.49395886434,2,8,"A","F",1989,8
"92_200","1997.92_200",1997,0,"bench",NA,NA,NA,NA,NA,3270.08113585514,5122.24848566279,1,4,"A","M",1993,4
"931_932","1997.931_932",1997,1,"picnic_middle","no",NA,NA,NA,NA,2522.35165330281,3476.12647671953,2,8,"A","F",1989,8
"986_988","1997.986_988",1997,1,"gothictown","wean",6,NA,NA,NA,2986.00076838467,4039.00475018643,1,8,"A","F",1989,8
"98_99b","1997.98_99b",1997,1,"mm",NA,NA,NA,NA,NA,446.225722707791,1196.04745687099,2,0,"J","F",1997,0
"993_995","1997.993_995",1997,1,"gothictown",NA,NA,NA,NA,NA,NA,NA,NA,8,"A","F",1989,8
"1227_1247","1998.1227_1247",1998,0,"gothictown","preg",NA,NA,NA,NA,3209.99985253741,4691.65720546952,4,6,"A","F",1992,6
"1382_1397","1998.1382_1397",1998,1,"bench",NA,NA,NA,NA,NA,NA,NA,NA,5,"A","F",1993,5
"1399_1400","1998.1399_1400",1998,1,"river","wean",4,NA,NA,NA,3108.8933019271,4141.07199320452,2,6,"A","F",1992,6
"1433_1435","1998.1433_1435",1998,0,"river","no",NA,NA,NA,NA,2849.46963441011,3734.45131775143,1,3,"A","F",1995,3
"1434_1446","1998.1434_1446",1998,1,"picnic_lower","lac",NA,NA,NA,NA,3036.04218082085,3908.76105998773,4,5,"A","F",1993,5
"1575_1579","1998.1575_1579",1998,1,"picnic_lower",NA,NA,NA,NA,NA,NA,NA,NA,2,"S","M",1996,2
"2007_2008","1998.2007_2008",1998,1,"mm","lac",NA,NA,NA,NA,2718.19998119907,3153.59061256445,6,4,"A","F",1994,4
"2009_2010","1998.2009_2010",1998,1,"mm","wean",5,NA,NA,NA,2938.53742807808,4379.79177716574,10,4,"A","F",1994,4
"2019_2020","1998.2019_2020",1998,1,"mm","lac",NA,NA,NA,NA,3159.75157830235,3929.75065755395,10,4,"A","F",1994,4
"202_203b","1998.202_203b",1998,0,"gothictown","no",NA,NA,NA,NA,1696.81461237444,3691.0816321693,2,1,"Y","M",1997,1
"2030_2090","1998.2030_2090",1998,1,"picnic",NA,NA,NA,NA,NA,NA,NA,NA,2,"S","F",1996,2
"2041_2039","1998.2041_2039",1998,1,"mm","scro",NA,NA,NA,NA,3133.42730490991,5004.94038126953,2,3,"A","M",1995,3
"2045_2044","1998.2045_2044",1998,1,"gothictown","no",NA,NA,NA,NA,2513.196426761,3570.65428215323,6,2,"S","F",1996,2
"2046_292","1998.2046_292",1998,0,"mm","no",NA,NA,NA,NA,1340.98819485602,3434.55667860391,1,1,"Y","F",1997,1
"204_205","1998.204_205",1998,0,"mm","no",NA,NA,NA,NA,1246.43088739284,2733.97164119906,1,1,"Y","M",1997,1
"2083_2084","1998.2083_2084",1998,0,"river","no",NA,NA,NA,NA,1691.81271153897,3908.37553698457,6,1,"Y","M",1997,1
"2092_2094","1998.2092_2094",1998,0,"boulder","preg",NA,NA,NA,NA,2318.16259249576,3340.18121824019,1,2,"S","F",1996,2
"2096_2100","1998.2096_2100",1998,0,"river","no",NA,NA,NA,NA,1711.77207988462,3680.81108952863,2,1,"Y","M",1997,1
"2098_2093","1998.2098_2093",1998,0,"river","no",NA,NA,NA,NA,1450.44744767448,3336.58579619231,6,1,"Y","F",1997,1
"2109_2110","1998.2109_2110",1998,1,"picnic_lower","no",NA,NA,NA,NA,2094.04797153108,3339.37238284389,3,2,"S","F",1996,2
"2111_2113","1998.2111_2113",1998,1,"picnic_lower","wean",4,NA,NA,NA,1974.79381087146,2888.83920089937,5,2,"S","F",1996,2
"2114_2125","1998.2114_2125",1998,1,"river","wean",4,NA,NA,NA,2575.51311315144,3300.24833327751,4,2,"S","F",1996,2
"2135_2136","1998.2135_2136",1998,0,"gothictown","no",NA,NA,NA,NA,1722.29853993982,3543.35964380522,3,1,"Y","F",1997,1
"2139_2140","1998.2139_2140",1998,0,"bench","no",NA,NA,NA,NA,1814.67907190522,3323.67569463564,4,1,"Y","M",1997,1
"2141_2142","1998.2141_2142",1998,0,"bench","no",NA,NA,NA,NA,2075.37125034191,3981.16520327016,2,1,"Y","M",1997,1
"2143_2144","1998.2143_2144",1998,0,"bench","no",NA,NA,NA,NA,1515.80642233177,3324.92021707859,2,1,"Y","F",1997,1
"2149_2150","1998.2149_2150",1998,0,"river","no",NA,NA,NA,NA,2000.0719077823,4384.27540989891,5,1,"Y","M",1997,1
"2153_2154","1998.2153_2154",1998,0,"gothictown","no",NA,NA,NA,NA,2238.70132850236,4062.25839910676,7,1,"Y","F",1997,1
"2159_2160","1998.2159_2160",1998,0,"gothictown","no",NA,NA,NA,NA,NA,NA,NA,1,"Y","M",1997,1
"2168_2169","1998.2168_2169",1998,0,"bench","no",NA,NA,NA,NA,1636.01983633711,3455.3245683239,4,1,"Y","F",1997,1
"2170_2171","1998.2170_2171",1998,0,"river","no",NA,NA,NA,NA,1747.83824188225,3814.43118371797,5,1,"Y","M",1997,1
"2174_2175","1998.2174_2175",1998,0,"river","no",NA,NA,NA,NA,1934.1060624583,4138.89739153338,8,1,"Y","M",1997,1
"2181_2180","1998.2181_2180",1998,0,"fallswest","preg",NA,NA,NA,NA,2406.9543159339,3150.62272950542,1,2,"S","F",1996,2
"2185_2188","1998.2185_2188",1998,1,"gothictown","wean",6,NA,NA,NA,2848.18577720968,3828.3186778432,1,2,"S","F",1996,2
"2195_2178","1998.2195_2178",1998,0,"fallswest","no",NA,NA,NA,NA,2544.64967629737,3538.16961517019,1,2,"S","F",1996,2
"2201_2202","1998.2201_2202",1998,1,"picnic_upper","wean",1,NA,NA,NA,NA,NA,NA,3,"A","F",1995,3
"2207_2208","1998.2207_2208",1998,1,"picnic_middle","scro",NA,NA,NA,NA,2737.14814339102,4305.52483279414,2,3,"A","M",1995,3
"2240_2241","1998.2240_2241",1998,1,"stonefield","wean",1,NA,NA,NA,2650.8312088014,3426.0119995667,1,4,"A","F",1994,4
"2257_2251","1998.2257_2251",1998,1,"gothictown","no",NA,NA,NA,NA,2883.78824342271,3537.71809771827,3,2,"S","F",1996,2
"2294_2295","1998.2294_2295",1998,0,"river","no",NA,NA,NA,NA,2900.82310670558,3802.16139550387,1,3,"A","F",1995,3
"2300_2321","1998.2300_2321",1998,1,"gothictown","no",NA,NA,NA,NA,303.645080177441,1546.9959481806,3,0,"J","M",1998,0
"2302_2377","1998.2302_2377",1998,0,"mm","no",NA,NA,NA,NA,373.953546017266,1188.77717560182,2,0,"J","F",1998,0
"2303_2309","1998.2303_2309",1998,1,"gothictown","no",NA,NA,NA,NA,438.521899548619,1730.4791987435,2,0,"J","F",1998,0
"2308_2325","1998.2308_2325",1998,0,"mm","no",NA,NA,NA,NA,399.676240423349,1241.49322323994,3,0,"J","F",1998,0
"2310_2313","1998.2310_2313",1998,1,"mm","no",NA,NA,NA,NA,514.277342608229,1665.21002931819,7,0,"J","M",1998,0
"2315_2379","1998.2315_2379",1998,0,"mm","no",NA,NA,NA,NA,396.91868344746,1204.59199289809,8,0,"J","F",1998,0
"2324_2320","1998.2324_2320",1998,1,"river","no",NA,NA,NA,NA,2132.74025000161,4623.00968388463,4,1,"Y","M",1997,1
"2329_2375","1998.2329_2375",1998,0,"gothictown","no",NA,NA,NA,NA,297.982264642117,1456.53320050803,1,0,"J","M",1998,0
"2332_2354","1998.2332_2354",1998,1,"gothictown","no",NA,NA,NA,NA,318.341473972217,1464.78049659082,2,0,"J","M",1998,0
"2335_2366","1998.2335_2366",1998,1,"river","no",NA,NA,NA,NA,447.034986641423,1506.71198237335,4,0,"J","F",1998,0
"2341_2346","1998.2341_2346",1998,0,"gothictown","no",NA,NA,NA,NA,474.992550232449,1902.25634547597,1,0,"J","M",1998,0
"2348_2336","1998.2348_2336",1998,0,"mm","no",NA,NA,NA,NA,1500.76403866483,3159.66348299161,1,1,"Y","M",1997,1
"234_235","1998.234_235",1998,0,"mm","no",NA,NA,NA,NA,1254.90336390031,3300.48315695246,1,1,"Y","F",1997,1
"2352_2344","1998.2352_2344",1998,1,"gothictown","no",NA,NA,NA,NA,540.991235923915,2187.57525409143,5,0,"J","M",1998,0
"2353_2374","1998.2353_2374",1998,0,"river","no",NA,NA,NA,NA,703.57287181613,1957.92022433712,3,0,"J","F",1998,0
"2357_2360","1998.2357_2360",1998,1,"gothictown","no",NA,NA,NA,NA,321.875247625344,1509.01822900219,2,0,"J","M",1998,0
"2359_2370","1998.2359_2370",1998,1,"river","no",NA,NA,NA,NA,703.478638717167,2033.78086222237,5,0,"J","F",1998,0
"2361_2351","1998.2361_2351",1998,1,"gothictown","no",NA,NA,NA,NA,473.115583572881,1763.72962591559,2,0,"J","F",1998,0
"2364_2358","1998.2364_2358",1998,1,"gothictown","no",NA,NA,NA,NA,491.055058788997,1849.55136022666,3,0,"J","M",1998,0
"2367_2356","1998.2367_2356",1998,1,"gothictown","no",NA,NA,NA,NA,516.756328517691,2042.76809033043,4,0,"J","M",1998,0
"2368_2369","1998.2368_2369",1998,0,"gothictown","no",NA,NA,NA,NA,459.910840073456,1721.29386009945,2,0,"J","F",1998,0
"2371_2363","1998.2371_2363",1998,1,"gothictown","no",NA,NA,NA,NA,457.94687849468,1753.06517612207,2,0,"J","F",1998,0
"2373_2372","1998.2373_2372",1998,0,"gothictown","no",NA,NA,NA,NA,519.766308614687,1870.90545504124,2,0,"J","F",1998,0
"2376_2318","1998.2376_2318",1998,0,"river","no",NA,NA,NA,NA,787.948553082016,2248.17611078144,5,0,"J","M",1998,0
"2378_2306","1998.2378_2306",1998,0,"mm","no",NA,NA,NA,NA,360.581491723474,1141.53490690754,4,0,"J","F",1998,0
"2380_2311","1998.2380_2311",1998,1,"river","no",NA,NA,NA,NA,727.270637834584,2047.41781067808,5,0,"J","F",1998,0
"2382_2534","1998.2382_2534",1998,0,"mm","no",NA,NA,NA,NA,459.902492343713,1369.52663494067,3,0,"J","M",1998,0
"2383_2546","1998.2383_2546",1998,0,"river","no",NA,NA,NA,NA,331.012865859298,1113.77875216907,1,0,"J","F",1998,0
"2384_2386","1998.2384_2386",1998,1,"river","no",NA,NA,NA,NA,525.435528188522,1758.11318223981,7,0,"J","M",1998,0
"2385_2543","1998.2385_2543",1998,0,"mm","no",NA,NA,NA,NA,400.932047741003,1270.67087224389,4,0,"J","M",1998,0
"2387_2389","1998.2387_2389",1998,0,"mm","no",NA,NA,NA,NA,373.235865653973,1223.4461034641,5,0,"J","M",1998,0
"2392_2393","1998.2392_2393",1998,0,"mm","no",NA,NA,NA,NA,428.278952230407,1293.20586977549,7,0,"J","M",1998,0
"2394_2533","1998.2394_2533",1998,1,"river","no",NA,NA,NA,NA,325.189597464351,1052.05653985084,2,0,"J","M",1998,0
"2395_2396","1998.2395_2396",1998,1,"mm","no",NA,NA,NA,NA,507.186003907149,1544.57577805793,4,0,"J","M",1998,0
"2397_2398","1998.2397_2398",1998,1,"mm","no",NA,NA,NA,NA,547.994781214758,1793.66561350412,4,0,"J","M",1998,0
"2399_2400","1998.2399_2400",1998,0,"mm","no",NA,NA,NA,NA,516.51857648504,1719.5232153006,5,0,"J","M",1998,0
"2401_2402","1998.2401_2402",1998,1,"picnic_lower","no",NA,NA,NA,NA,445.660824038253,866.504079066022,1,0,"J","F",1998,0
"2404_2409","1998.2404_2409",1998,1,"river","no",NA,NA,NA,NA,371.108573515682,1141.96300768918,1,0,"J","F",1998,0
"2413_2405","1998.2413_2405",1998,0,"boulder","no",NA,NA,NA,NA,NA,NA,NA,0,"J","F",1998,0
"2414_2420","1998.2414_2420",1998,1,"picnic_lower","no",NA,NA,NA,NA,NA,NA,NA,0,"J","M",1998,0
"2503_2509","1998.2503_2509",1998,0,"gothictown",NA,NA,NA,NA,NA,NA,NA,NA,0,"J",NA,1998,0
