"uid","year.uid","year","yr_surv","col_area","rs","nboffspring","sum_surv","yrlg_disp","death_type","massjun","massaug","nb_mass","age","age_class","sex","year_recruit","yrs_aft_recruit"
"16_20","1962.16_20",1962,1,"river",NA,NA,NA,NA,NA,NA,NA,NA,0,"J","M",1962,0
"17_19","1962.17_19",1962,1,"river",NA,NA,NA,NA,NA,NA,NA,NA,0,"J","F",1962,0
"1_21","1962.1_21",1962,1,"river",NA,NA,NA,NA,NA,NA,NA,NA,0,"J","M",1962,0
"26_36","1962.26_36",1962,0,"picnic",NA,NA,NA,NA,NA,NA,NA,NA,1,"Y","F",1961,1
"27_28","1962.27_28",1962,1,"mm",NA,NA,NA,NA,NA,NA,NA,NA,0,"J","F",1962,0
"29_31a","1962.29_31a",1962,0,"bench",NA,NA,NA,NA,NA,NA,NA,NA,0,"J","M",1962,0
"2_4","1962.2_4",1962,1,"river",NA,NA,NA,NA,NA,NA,NA,NA,0,"J","M",1962,0
"32_44","1962.32_44",1962,1,"mm",NA,NA,NA,NA,NA,NA,NA,NA,0,"J","F",1962,0
"33_34a","1962.33_34a",1962,1,"mm",NA,NA,NA,NA,NA,NA,NA,NA,0,"J","M",1962,0
"37_35","1962.37_35",1962,0,"picnic",NA,NA,NA,NA,NA,NA,NA,NA,1,"Y","F",1961,1
"38_39","1962.38_39",1962,0,"bench",NA,NA,NA,NA,NA,NA,NA,NA,0,"J","M",1962,0
"3_10","1962.3_10",1962,0,"river",NA,NA,NA,NA,NA,NA,NA,NA,0,"J","M",1962,0
"40_41","1962.40_41",1962,1,"mm",NA,NA,NA,NA,NA,NA,NA,NA,0,"J","M",1962,0
"42_50","1962.42_50",1962,1,"river",NA,NA,NA,NA,NA,NA,NA,NA,0,"J","F",1962,0
"43_46","1962.43_46",1962,1,"mm",NA,NA,NA,NA,NA,NA,NA,NA,0,"J","M",1962,0
"48_49","1962.48_49",1962,1,"river",NA,NA,NA,NA,NA,NA,NA,NA,0,"J","F",1962,0
"52_54","1962.52_54",1962,1,"picnic_lower",NA,NA,NA,NA,NA,NA,NA,NA,0,"J","F",1962,0
"5_22","1962.5_22",1962,1,"river",NA,NA,NA,NA,NA,NA,NA,NA,0,"J","F",1962,0
"60_61","1962.60_61",1962,1,"picnic_lower",NA,NA,NA,NA,NA,NA,NA,NA,0,"J","F",1962,0
"6_12","1962.6_12",1962,1,"river",NA,NA,NA,NA,NA,NA,NA,NA,0,"J","F",1962,0
"76_79","1962.76_79",1962,1,"picnic_upper",NA,NA,NA,NA,NA,NA,NA,NA,0,"J","F",1962,0
"77_78a","1962.77_78a",1962,0,"picnic_lower",NA,NA,NA,NA,NA,NA,NA,NA,0,"J","F",1962,0
"7_13","1962.7_13",1962,0,"river",NA,NA,NA,NA,NA,NA,NA,NA,0,"J","M",1962,0
"82_80","1962.82_80",1962,1,"picnic_upper",NA,NA,NA,NA,NA,NA,NA,NA,0,"J","F",1962,0
"84_96","1962.84_96",1962,0,"picnic_upper",NA,NA,NA,NA,NA,NA,NA,NA,0,"J","F",1962,0
"85_86a","1962.85_86a",1962,0,"picnic_upper",NA,NA,NA,NA,NA,NA,NA,NA,0,"J","F",1962,0
"87_88","1962.87_88",1962,0,"mm",NA,NA,NA,NA,NA,NA,NA,NA,0,"J","M",1962,0
"89_90a","1962.89_90a",1962,1,"picnic_lower",NA,NA,NA,NA,NA,NA,NA,NA,0,"J","F",1962,0
"94_95","1962.94_95",1962,1,"picnic_lower",NA,NA,NA,NA,NA,NA,NA,NA,0,"J","F",1962,0
"97_98","1962.97_98",1962,1,"picnic_lower",NA,NA,NA,NA,NA,NA,NA,NA,0,"J","F",1962,0
"99_100","1962.99_100",1962,0,"bench",NA,NA,NA,NA,NA,NA,NA,NA,0,"J","F",1962,0
"9_8","1962.9_8",1962,0,"river",NA,NA,NA,NA,NA,NA,NA,NA,0,"J","M",1962,0
"103_102","1963.103_102",1963,0,"gothictalus",NA,NA,NA,NA,NA,NA,NA,NA,1,"Y","M",1962,1
"106_101","1963.106_101",1963,0,"gothictalus",NA,NA,NA,NA,NA,NA,NA,NA,1,"Y","M",1962,1
"116_109","1963.116_109",1963,0,"gothictalus",NA,NA,NA,NA,NA,NA,NA,NA,1,"Y","F",1962,1
"120_115","1963.120_115",1963,1,"river",NA,NA,NA,NA,NA,NA,NA,NA,0,"J","F",1963,0
"124_121","1963.124_121",1963,0,"river",NA,NA,NA,NA,NA,NA,NA,NA,0,"J","M",1963,0
"130_135a","1963.130_135a",1963,0,"river",NA,NA,NA,NA,NA,NA,NA,NA,0,"J","M",1963,0
"131_137","1963.131_137",1963,0,"river",NA,NA,NA,NA,NA,NA,NA,NA,0,"J","F",1963,0
"132_138","1963.132_138",1963,0,"river",NA,NA,NA,NA,NA,NA,NA,NA,0,"J","F",1963,0
"136_145","1963.136_145",1963,1,"river",NA,NA,NA,NA,NA,NA,NA,NA,0,"J","F",1963,0
"140_141","1963.140_141",1963,0,"river",NA,NA,NA,NA,NA,NA,NA,NA,0,"J","M",1963,0
"142_144","1963.142_144",1963,0,"river",NA,NA,NA,NA,NA,NA,NA,NA,0,"J","F",1963,0
"143_0","1963.143_0",1963,0,"mm",NA,NA,NA,NA,NA,NA,NA,NA,0,"J","F",1963,0
"150_115","1963.150_115",1963,1,"river",NA,NA,NA,NA,NA,NA,NA,NA,0,"J","F",1963,0
"152_173","1963.152_173",1963,1,"gothictalus",NA,NA,NA,NA,NA,NA,NA,NA,0,"J","M",1963,0
"153_122","1963.153_122",1963,1,"river",NA,NA,NA,NA,NA,NA,NA,NA,0,"J","M",1963,0
"155_157","1963.155_157",1963,1,"gothictalus",NA,NA,NA,NA,NA,NA,NA,NA,0,"J","F",1963,0
"156_169","1963.156_169",1963,1,"gothictalus",NA,NA,NA,NA,NA,NA,NA,NA,0,"J","F",1963,0
"161_162a","1963.161_162a",1963,0,"bench",NA,NA,NA,NA,NA,NA,NA,NA,0,"J","F",1963,0
"163_167a","1963.163_167a",1963,1,"gothictalus",NA,NA,NA,NA,NA,NA,NA,NA,0,"J","F",1963,0
"165_166a","1963.165_166a",1963,1,"river",NA,NA,NA,NA,NA,NA,NA,NA,0,"J","M",1963,0
"168_0","1963.168_0",1963,0,"mm",NA,NA,NA,NA,NA,NA,NA,NA,0,"J","M",1963,0
"16_20","1963.16_20",1963,0,"river",NA,NA,NA,NA,NA,NA,NA,NA,1,"Y","M",1962,1
"171_172","1963.171_172",1963,0,"bench",NA,NA,NA,NA,NA,NA,NA,NA,0,"J","M",1963,0
"175_170","1963.175_170",1963,1,"river",NA,NA,NA,NA,NA,NA,NA,NA,0,"J","F",1963,0
"176_0","1963.176_0",1963,0,"mm",NA,NA,NA,NA,NA,NA,NA,NA,0,"J","F",1963,0
"177_180","1963.177_180",1963,0,"boulder",NA,NA,NA,NA,NA,NA,NA,NA,0,"J","M",1963,0
"178_615","1963.178_615",1963,1,"mm",NA,NA,NA,NA,NA,NA,NA,NA,0,"J","F",1963,0
"179_0","1963.179_0",1963,0,"boulder",NA,NA,NA,NA,NA,NA,NA,NA,0,"J","F",1963,0
"17_19","1963.17_19",1963,1,"river",NA,NA,NA,NA,NA,NA,NA,NA,1,"Y","F",1962,1
"181_58","1963.181_58",1963,1,"gothictalus",NA,NA,NA,NA,NA,NA,NA,NA,0,"J","M",1963,0
"183_202","1963.183_202",1963,1,"boulder",NA,NA,NA,NA,NA,NA,NA,NA,0,"J","F",1963,0
"184_186","1963.184_186",1963,0,"boulder",NA,NA,NA,NA,NA,NA,NA,NA,0,"J","F",1963,0
"185_199","1963.185_199",1963,0,"boulder",NA,NA,NA,NA,NA,NA,NA,NA,0,"J","F",1963,0
"187_645","1963.187_645",1963,1,"mm",NA,NA,NA,NA,NA,NA,NA,NA,0,"J","M",1963,0
"188_607","1963.188_607",1963,1,"mm",NA,NA,NA,NA,NA,NA,NA,NA,0,"J","M",1963,0
"189_190a","1963.189_190a",1963,0,"mm",NA,NA,NA,NA,NA,NA,NA,NA,0,"J","F",1963,0
"191_0","1963.191_0",1963,0,"boulder",NA,NA,NA,NA,NA,NA,NA,NA,0,"J","F",1963,0
"192_193","1963.192_193",1963,1,"gothictalus",NA,NA,NA,NA,NA,NA,NA,NA,0,"J","F",1963,0
"194_0","1963.194_0",1963,0,"boulder",NA,NA,NA,NA,NA,NA,NA,NA,0,"J","F",1963,0
"195_196a","1963.195_196a",1963,0,"boulder",NA,NA,NA,NA,NA,NA,NA,NA,0,"J","F",1963,0
"197_0","1963.197_0",1963,0,"picnic_upper",NA,NA,NA,NA,NA,NA,NA,NA,0,"J","M",1963,0
"198_200","1963.198_200",1963,1,"boulder",NA,NA,NA,NA,NA,NA,NA,NA,0,"J","M",1963,0
"1_174","1963.1_174",1963,0,"bench",NA,NA,NA,NA,NA,NA,NA,NA,0,"J","M",1963,0
"1_21","1963.1_21",1963,0,"river",NA,NA,NA,NA,NA,NA,NA,NA,1,"Y","M",1962,1
"27_28","1963.27_28",1963,0,"mm",NA,NA,NA,NA,NA,NA,NA,NA,1,"Y","F",1962,1
"2_4","1963.2_4",1963,0,"river",NA,NA,NA,NA,NA,NA,NA,NA,1,"Y","M",1962,1
"32_44","1963.32_44",1963,0,"mm",NA,NA,NA,NA,NA,NA,NA,NA,1,"Y","F",1962,1
"33_34a","1963.33_34a",1963,0,"mm",NA,NA,NA,NA,NA,NA,NA,NA,1,"Y","M",1962,1
"40_41","1963.40_41",1963,0,"mm",NA,NA,NA,NA,NA,NA,NA,NA,1,"Y","M",1962,1
"42_50","1963.42_50",1963,1,"river",NA,NA,NA,NA,NA,NA,NA,NA,1,"Y","F",1962,1
"43_46","1963.43_46",1963,0,"mm",NA,NA,NA,NA,NA,NA,NA,NA,1,"Y","M",1962,1
"48_49","1963.48_49",1963,0,"river",NA,NA,NA,NA,NA,NA,NA,NA,1,"Y","F",1962,1
"52_54","1963.52_54",1963,1,"picnic_lower",NA,NA,NA,NA,NA,NA,NA,NA,1,"Y","F",1962,1
"5_22","1963.5_22",1963,1,"river",NA,NA,NA,NA,NA,NA,NA,NA,1,"Y","F",1962,1
"60_61","1963.60_61",1963,0,"picnic_lower",NA,NA,NA,NA,NA,NA,NA,NA,1,"Y","F",1962,1
"618_605","1963.618_605",1963,1,"boulder",NA,NA,NA,NA,NA,NA,NA,NA,0,"J","F",1963,0
"646_154","1963.646_154",1963,1,"mm",NA,NA,NA,NA,NA,NA,NA,NA,0,"J","F",1963,0
"6_12","1963.6_12",1963,1,"river",NA,NA,NA,NA,NA,NA,NA,NA,1,"Y","F",1962,1
"76_79","1963.76_79",1963,0,"picnic_upper",NA,NA,NA,NA,NA,NA,NA,NA,1,"Y","F",1962,1
"82_80","1963.82_80",1963,0,"picnic_upper",NA,NA,NA,NA,NA,NA,NA,NA,1,"Y","F",1962,1
"89_90a","1963.89_90a",1963,1,"picnic_lower",NA,NA,NA,NA,NA,NA,NA,NA,1,"Y","F",1962,1
"94_95","1963.94_95",1963,0,"picnic_lower",NA,NA,NA,NA,NA,NA,NA,NA,1,"Y","F",1962,1
"97_98","1963.97_98",1963,1,"boulder",NA,NA,NA,NA,NA,NA,NA,NA,1,"Y","F",1962,1
"120_115","1964.120_115",1964,0,"river",NA,NA,NA,NA,NA,NA,NA,NA,1,"Y","F",1963,1
"136_145","1964.136_145",1964,0,"river",NA,NA,NA,NA,NA,NA,NA,NA,1,"Y","F",1963,1
"150_115","1964.150_115",1964,0,"bench",NA,NA,NA,NA,NA,NA,NA,NA,1,"Y","F",1963,1
"152_173","1964.152_173",1964,0,"gothictalus",NA,NA,NA,NA,NA,NA,NA,NA,1,"Y","M",1963,1
"153_122","1964.153_122",1964,0,"river",NA,NA,NA,NA,NA,NA,NA,NA,1,"Y","M",1963,1
"155_157","1964.155_157",1964,1,"gothictalus",NA,NA,NA,NA,NA,NA,NA,NA,1,"Y","F",1963,1
"156_169","1964.156_169",1964,0,"gothictalus",NA,NA,NA,NA,NA,NA,NA,NA,1,"Y","F",1963,1
"163_167a","1964.163_167a",1964,1,"gothictalus",NA,NA,NA,NA,NA,NA,NA,NA,1,"Y","F",1963,1
"165_166a","1964.165_166a",1964,0,"river",NA,NA,NA,NA,NA,NA,NA,NA,1,"Y","M",1963,1
"175_170","1964.175_170",1964,0,"bench",NA,NA,NA,NA,NA,NA,NA,NA,1,"Y","F",1963,1
"178_615","1964.178_615",1964,0,"mm",NA,NA,NA,NA,NA,NA,NA,NA,1,"Y","F",1963,1
"17_19","1964.17_19",1964,1,"river",NA,NA,NA,NA,NA,NA,NA,NA,2,"S","F",1962,2
"181_58","1964.181_58",1964,0,"gothictalus",NA,NA,NA,NA,NA,NA,NA,NA,1,"Y","M",1963,1
"183_202","1964.183_202",1964,0,"northpk",NA,NA,NA,NA,NA,NA,NA,NA,1,"Y","F",1963,1
"187_645","1964.187_645",1964,1,"mm",NA,NA,NA,NA,NA,NA,NA,NA,1,"Y","M",1963,1
"188_607","1964.188_607",1964,0,"mm",NA,NA,NA,NA,NA,NA,NA,NA,1,"Y","M",1963,1
"192_193","1964.192_193",1964,1,"gothictalus",NA,NA,NA,NA,NA,NA,NA,NA,1,"Y","F",1963,1
"198_200","1964.198_200",1964,0,"boulder",NA,NA,NA,NA,NA,NA,NA,NA,1,"Y","M",1963,1
"206_212","1964.206_212",1964,1,"northpk",NA,NA,NA,NA,NA,NA,NA,NA,0,"J","M",1964,0
"208_267","1964.208_267",1964,1,"picnic_lower",NA,NA,NA,NA,NA,NA,NA,NA,0,"J","M",1964,0
"217_261","1964.217_261",1964,0,"northpk",NA,NA,NA,NA,NA,NA,NA,NA,0,"J","F",1964,0
"218_210","1964.218_210",1964,0,"mmannex",NA,NA,NA,NA,NA,NA,NA,NA,1,"Y","F",1963,1
"221_263","1964.221_263",1964,1,"picnic_lower",NA,NA,NA,NA,NA,NA,NA,NA,0,"J","M",1964,0
"227_249","1964.227_249",1964,1,"boulder",NA,NA,NA,NA,NA,NA,NA,NA,0,"J","M",1964,0
"231_248","1964.231_248",1964,1,"picnic_upper",NA,NA,NA,NA,NA,NA,NA,NA,0,"J","F",1964,0
"232_246","1964.232_246",1964,0,"picnic_upper",NA,NA,NA,NA,NA,NA,NA,NA,0,"J","M",1964,0
"233_247","1964.233_247",1964,0,"gothictown",NA,NA,NA,NA,NA,NA,NA,NA,0,"J","F",1964,0
"234_242","1964.234_242",1964,0,"boulder",NA,NA,NA,NA,NA,NA,NA,NA,0,"J","F",1964,0
"237_238a","1964.237_238a",1964,0,"bench",NA,NA,NA,NA,NA,NA,NA,NA,0,"J","F",1964,0
"239_236","1964.239_236",1964,0,"bench",NA,NA,NA,NA,NA,NA,NA,NA,1,"Y","F",1963,1
"240_245","1964.240_245",1964,0,"picnic_lower",NA,NA,NA,NA,NA,NA,NA,NA,0,"J","F",1964,0
"251_255","1964.251_255",1964,1,"picnic_lower",NA,NA,NA,NA,NA,NA,NA,NA,0,"J","F",1964,0
"252_273","1964.252_273",1964,0,"picnic",NA,NA,NA,NA,NA,NA,NA,NA,0,"J","M",1964,0
"253_256","1964.253_256",1964,0,"mmannex",NA,NA,NA,NA,NA,NA,NA,NA,0,"J","M",1964,0
"257_258","1964.257_258",1964,1,"picnic_lower",NA,NA,NA,NA,NA,NA,NA,NA,0,"J","M",1964,0
"260_265","1964.260_265",1964,0,"boulder",NA,NA,NA,NA,NA,NA,NA,NA,0,"J","F",1964,0
"264_266","1964.264_266",1964,0,"mmannex",NA,NA,NA,NA,NA,NA,NA,NA,0,"J","M",1964,0
"269_270a","1964.269_270a",1964,0,"boulder",NA,NA,NA,NA,NA,NA,NA,NA,0,"J","F",1964,0
"271_259","1964.271_259",1964,0,"mmannex",NA,NA,NA,NA,NA,NA,NA,NA,0,"J","F",1964,0
"274_275a","1964.274_275a",1964,1,"picnic_lower",NA,NA,NA,NA,NA,NA,NA,NA,0,"J","F",1964,0
"301_320","1964.301_320",1964,1,"picnic_lower",NA,NA,NA,NA,NA,NA,NA,NA,0,"J","F",1964,0
"303_310","1964.303_310",1964,0,"northpk",NA,NA,NA,NA,NA,NA,NA,NA,0,"J","F",1964,0
"307_313","1964.307_313",1964,1,"northpk",NA,NA,NA,NA,NA,NA,NA,NA,0,"J","F",1964,0
"309_312","1964.309_312",1964,0,"picnic_upper",NA,NA,NA,NA,NA,NA,NA,NA,0,"J",NA,1964,0
"315_324","1964.315_324",1964,1,"picnic_upper",NA,NA,NA,NA,NA,NA,NA,NA,0,"J","M",1964,0
"317_318a","1964.317_318a",1964,1,"picnic_lower",NA,NA,NA,NA,NA,NA,NA,NA,0,"J","F",1964,0
"319_325","1964.319_325",1964,0,"picnic_lower",NA,NA,NA,NA,NA,NA,NA,NA,0,"J","F",1964,0
"330_347","1964.330_347",1964,1,"picnic_upper",NA,NA,NA,NA,NA,NA,NA,NA,0,"J","M",1964,0
"42_50","1964.42_50",1964,1,"river",NA,NA,NA,NA,NA,NA,NA,NA,2,"S","F",1962,2
"52_54","1964.52_54",1964,1,"picnic_lower",NA,NA,NA,NA,NA,NA,NA,NA,2,"S","F",1962,2
"5_22","1964.5_22",1964,1,"river",NA,NA,NA,NA,NA,NA,NA,NA,2,"S","F",1962,2
"603_624","1964.603_624",1964,1,"gothictown",NA,NA,NA,NA,NA,NA,NA,NA,1,"Y","M",1963,1
"611_619","1964.611_619",1964,0,"bench",NA,NA,NA,NA,NA,NA,NA,NA,1,"Y","M",1963,1
"617_613","1964.617_613",1964,0,"picnic",NA,NA,NA,NA,NA,NA,NA,NA,1,"Y","M",1963,1
"618_605","1964.618_605",1964,0,"boulder",NA,NA,NA,NA,NA,NA,NA,NA,1,"Y","F",1963,1
"627_637","1964.627_637",1964,0,"picnic",NA,NA,NA,NA,NA,NA,NA,NA,1,"Y","F",1963,1
"628_0","1964.628_0",1964,0,"mmannex",NA,NA,NA,NA,NA,NA,NA,NA,1,"Y","F",1963,1
"646_154","1964.646_154",1964,1,"mm",NA,NA,NA,NA,NA,NA,NA,NA,1,"Y","F",1963,1
"654_657","1964.654_657",1964,0,"gothictown",NA,NA,NA,NA,NA,NA,NA,NA,0,"J","M",1964,0
"658_673","1964.658_673",1964,0,"mmannex",NA,NA,NA,NA,NA,NA,NA,NA,0,"J","M",1964,0
"659_668","1964.659_668",1964,0,"gothictown",NA,NA,NA,NA,NA,NA,NA,NA,0,"J","F",1964,0
"660_661","1964.660_661",1964,0,"boulder",NA,NA,NA,NA,NA,NA,NA,NA,0,"J","F",1964,0
"663_655","1964.663_655",1964,0,"boulder",NA,NA,NA,NA,NA,NA,NA,NA,0,"J","F",1964,0
"664_699","1964.664_699",1964,0,"gothictown",NA,NA,NA,NA,NA,NA,NA,NA,0,"J","F",1964,0
"665_661","1964.665_661",1964,0,"mmannex",NA,NA,NA,NA,NA,NA,NA,NA,0,"J","M",1964,0
"666_662","1964.666_662",1964,1,"picnic_upper",NA,NA,NA,NA,NA,NA,NA,NA,0,"J","M",1964,0
"671_623","1964.671_623",1964,0,"mmannex",NA,NA,NA,NA,NA,NA,NA,NA,0,"J","F",1964,0
"672_667","1964.672_667",1964,0,"gothictalus",NA,NA,NA,NA,NA,NA,NA,NA,0,"J","M",1964,0
"6_12","1964.6_12",1964,1,"river",NA,NA,NA,NA,NA,NA,NA,NA,2,"S","F",1962,2
"72_616","1964.72_616",1964,0,"mm",NA,NA,NA,NA,NA,NA,NA,NA,1,"Y","F",1963,1
"89_90a","1964.89_90a",1964,1,"picnic_lower","wean",5,NA,NA,NA,NA,NA,NA,2,"S","F",1962,2
"97_98","1964.97_98",1964,1,"boulder",NA,NA,NA,NA,NA,NA,NA,NA,2,"S","F",1962,2
"155_157","1965.155_157",1965,0,"gothictalus",NA,NA,NA,NA,NA,NA,NA,NA,2,"S","F",1963,2
"163_167a","1965.163_167a",1965,0,"gothictalus",NA,NA,NA,NA,NA,NA,NA,NA,2,"S","F",1963,2
"17_19","1965.17_19",1965,0,"river","no",NA,NA,NA,NA,2600.44650747585,3460.84460149691,1,3,"A","F",1962,3
"187_197","1965.187_197",1965,0,"northpk",NA,NA,NA,NA,NA,NA,NA,NA,0,"J","F",1965,0
"187_645","1965.187_645",1965,1,"mm",NA,NA,NA,NA,NA,NA,NA,NA,2,"S","M",1963,2
"192_193","1965.192_193",1965,0,"gothictalus","no",NA,NA,NA,NA,2604.72102073612,4417.47905722138,1,2,"S","F",1963,2
"206_212","1965.206_212",1965,0,"northpk","no",NA,NA,NA,NA,1140.67549390516,1606.90005726596,2,1,"Y","M",1964,1
"208_267","1965.208_267",1965,0,"picnic_lower","no",NA,NA,NA,NA,1269.53036296146,2550.97913220819,1,1,"Y","M",1964,1
"221_263","1965.221_263",1965,0,"picnic_lower","no",NA,NA,NA,NA,1100.77871719508,2432.20995514574,2,1,"Y","M",1964,1
"227_249","1965.227_249",1965,0,"northpk","no",NA,NA,NA,NA,1468.31669235285,2949.28527838051,1,1,"Y","M",1964,1
"231_248","1965.231_248",1965,0,"picnic","no",NA,NA,NA,NA,1139.17377908689,2754.36675917402,2,1,"Y","F",1964,1
"244_364","1965.244_364",1965,1,"river","no",NA,NA,NA,NA,494.307521148117,1365.44523361643,2,0,"J","M",1965,0
"251_255","1965.251_255",1965,0,"picnic_lower","no",NA,NA,NA,NA,989.134948314547,2497.61163160768,3,1,"Y","F",1964,1
"257_258","1965.257_258",1965,0,"picnic_lower","no",NA,NA,NA,NA,1281.04412030076,2567.30514445409,1,1,"Y","M",1964,1
"274_275a","1965.274_275a",1965,0,"picnic_lower","no",NA,NA,NA,NA,1021.56146212526,2597.23139682423,2,1,"Y","F",1964,1
"301_320","1965.301_320",1965,0,"picnic_lower","no",NA,NA,NA,NA,1071.35889352656,2680.85146074923,1,1,"Y","F",1964,1
"302_305","1965.302_305",1965,0,"northpk",NA,NA,NA,NA,NA,NA,NA,NA,1,"Y","F",1964,1
"307_313","1965.307_313",1965,0,"northpk","no",NA,NA,NA,NA,1167.43444686297,2659.37843581279,1,1,"Y","F",1964,1
"315_324","1965.315_324",1965,0,"picnic_upper","no",NA,NA,NA,NA,1056.14537842115,2048.4755441821,1,1,"Y","M",1964,1
"317_318a","1965.317_318a",1965,0,"picnic_lower","no",NA,NA,NA,NA,982.483538191093,2531.3351095274,1,1,"Y","F",1964,1
"330_347","1965.330_347",1965,0,"picnic_upper","no",NA,NA,NA,NA,1032.45342554315,2051.08402149069,2,1,"Y","M",1964,1
"334_336","1965.334_336",1965,0,"bench",NA,NA,NA,NA,NA,NA,NA,NA,0,"J","M",1965,0
"338_344","1965.338_344",1965,0,"northpk","no",NA,NA,NA,NA,1477.21124626886,3049.17508309777,1,1,"Y","M",1964,1
"339_349","1965.339_349",1965,0,"gothictalus",NA,NA,NA,NA,NA,NA,NA,NA,0,"J","M",1965,0
"347_0","1965.347_0",1965,0,"lakeirwin",NA,NA,NA,NA,NA,NA,NA,NA,1,"Y","M",1964,1
"348_383","1965.348_383",1965,0,"gothictalus","no",NA,NA,NA,NA,709.947239318068,1781.78946236954,2,0,"J","F",1965,0
"351_354","1965.351_354",1965,0,"horsemound","no",NA,NA,NA,NA,1562.50945553966,3224.00019003232,1,1,"Y","M",1964,1
"352_357","1965.352_357",1965,0,"river","no",NA,NA,NA,NA,425.16101628403,1250.17805390668,1,0,"J","M",1965,0
"359_368","1965.359_368",1965,0,"picnic_lower","no",NA,NA,NA,NA,451.051596459751,1250.89036649102,2,0,"J","M",1965,0
"360_361","1965.360_361",1965,0,"bench","no",NA,NA,NA,NA,374.795485893023,1252.4446685691,1,0,"J","M",1965,0
"363_372","1965.363_372",1965,1,"bench","no",NA,NA,NA,NA,372.332785490181,1319.97734200634,5,0,"J","M",1965,0
"365_371","1965.365_371",1965,1,"bench","no",NA,NA,NA,NA,312.560761335196,1296.7508507071,4,0,"J","F",1965,0
"367_369","1965.367_369",1965,0,"picnic_lower","no",NA,NA,NA,NA,421.586489990838,1336.51818825871,1,0,"J","F",1965,0
"390_395","1965.390_395",1965,0,"bench","no",NA,NA,NA,NA,340.743375828717,1281.90825842414,2,0,"J","M",1965,0
"391_398a","1965.391_398a",1965,1,"bench","no",NA,NA,NA,NA,380.550963502129,1286.16577864409,4,0,"J","F",1965,0
"394_397","1965.394_397",1965,0,"bench","no",NA,NA,NA,NA,387.637809697315,1377.98370962929,2,0,"J","F",1965,0
"396_399","1965.396_399",1965,0,"gothictalus","no",NA,NA,NA,NA,527.020166019212,1426.56333891604,1,0,"J","F",1965,0
"401_402","1965.401_402",1965,1,"river",NA,NA,NA,NA,NA,NA,NA,NA,0,"J","M",1965,0
"405_423","1965.405_423",1965,1,"river",NA,NA,NA,NA,NA,NA,NA,NA,0,"J","M",1965,0
"407_422","1965.407_422",1965,1,"river",NA,NA,NA,NA,NA,NA,NA,NA,0,"J","M",1965,0
"411_412a","1965.411_412a",1965,1,"bench","no",NA,NA,NA,NA,399.002282552462,1343.26106690282,4,0,"J","F",1965,0
"414_417","1965.414_417",1965,1,"river",NA,NA,NA,NA,NA,NA,NA,NA,0,"J","F",1965,0
"420_416","1965.420_416",1965,1,"river",NA,NA,NA,NA,NA,NA,NA,NA,0,"J","F",1965,0
"426_449","1965.426_449",1965,0,"gothictalus","no",NA,NA,NA,NA,822.476187774509,1913.75977994552,3,0,"J","F",1965,0
"428_585","1965.428_585",1965,1,"lakeirwin",NA,NA,NA,NA,NA,NA,NA,NA,0,"J","M",1965,0
"429_436","1965.429_436",1965,0,"gothictalus","no",NA,NA,NA,NA,866.109509782638,1904.70192130166,2,0,"J","F",1965,0
"42_50","1965.42_50",1965,1,"bench","wean",6,NA,NA,NA,2547.73315804738,3533.79433118087,4,3,"A","F",1962,3
"435_0","1965.435_0",1965,0,"lakeirwin",NA,NA,NA,NA,NA,NA,NA,NA,0,"J","F",1965,0
"438_442","1965.438_442",1965,0,"gothictalus","no",NA,NA,NA,NA,575.041719812603,1610.32131925654,2,0,"J","F",1965,0
"444_582","1965.444_582",1965,1,"lakeirwin",NA,NA,NA,NA,NA,NA,NA,NA,0,"J","F",1965,0
"451_470","1965.451_470",1965,0,"boulder","no",NA,NA,NA,NA,432.031807151755,1106.75303981473,3,0,"J","M",1965,0
"452_467","1965.452_467",1965,0,"boulder","no",NA,NA,NA,NA,477.435204587874,1159.84344052948,2,0,"J","M",1965,0
"456_473","1965.456_473",1965,1,"picnic_lower","no",NA,NA,NA,NA,427.536247338842,1311.8763184325,3,0,"J","M",1965,0
"460_482","1965.460_482",1965,0,"boulder","no",NA,NA,NA,NA,520.5391199337,1352.26181904224,2,0,"J","M",1965,0
"465_474","1965.465_474",1965,0,"northpk","no",NA,NA,NA,NA,1182.52111892412,2437.85559841061,1,1,"Y","M",1964,1
"471_475","1965.471_475",1965,0,"boulder","no",NA,NA,NA,NA,508.237134136541,1283.33188139708,1,0,"J","F",1965,0
"476_496","1965.476_496",1965,0,"northpk","no",NA,NA,NA,NA,254.656236721138,838.338290486698,1,0,"J","F",1965,0
"477_500","1965.477_500",1965,1,"northpk","no",NA,NA,NA,NA,259.893222648325,860.305521225155,1,0,"J","M",1965,0
"480_481a","1965.480_481a",1965,0,"northpk",NA,NA,NA,NA,NA,NA,NA,NA,0,"J",NA,1965,0
"483_484","1965.483_484",1965,0,"northpk","no",NA,NA,NA,NA,190.270115493129,695.357514498119,1,0,"J","F",1965,0
"485_495","1965.485_495",1965,0,"stonefield","no",NA,NA,NA,NA,449.83070698412,1503.84357130071,1,0,"J","M",1965,0
"486_488","1965.486_488",1965,0,"northpk","no",NA,NA,NA,NA,1281.14962932026,2893.74203294962,1,1,"Y","F",1964,1
"52_54","1965.52_54",1965,1,"picnic_lower","no",NA,NA,NA,NA,2702.12285504924,3590.80310028576,1,3,"A","F",1962,3
